,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958820300529936,4.008182947744874,4.975749001568478,3.570405103223138,4.603097610152244,4.333079253478234,2.7020648015936564,4.419763061626502,4.313467898220598,4.532626184282177,3.7032152548416732,4.156379870224547,4.4545683849174695,4.969887061034459,3.3084015827163604,4.0183822259841175,2.7921228420876156,3.3758162322069705,4.017938132963616,4.075071907328814,4.567705356692073,4.126488979540555,3.210938013271476,4.328393945705576,4.398137154627678,4.0583564699386825,4.188331076729096,4.179992775397568,3.7768258311214353,2.9918859451721747,3.2230263154593874,3.1325703162500043,4.996113897476846,3.013164022896059
12,4.989661387418367,4.648399908976056,4.982032296352973,3.9986556813853094,4.920350740945641,4.876822859619092,3.507842513741634,4.981979761461586,4.768197998276242,4.760026771849297,3.33199578330553,4.022301716698847,5.2384931851947725,3.0268808741737008,4.97571512408457,4.021275373956014,3.3904107534482324,2.8351164875694685,4.964160771611335,4.923465007620585,4.348919260469891,4.393878794395841,4.974406997434134,4.725698438007826,4.003467955430503,4.302372997853673,4.388843320563694,4.145214782678064,4.676195546755065,5.202603033516285,1.9764883194211649,4.640565967780965,4.226597500630019,4.205769697297285
13,4.002006442009651,4.333423349362345,4.173403162342294,3.7728916842605216,4.861143425316723,4.101114547543166,4.927662279295086,4.055794102911203,4.538391829627822,4.940279962408542,3.550685577958827,3.5322357973058276,4.001253689933428,2.9781854425127716,3.973509592180755,3.402335329311985,1.7827131903208882,2.7542515027019157,2.790691193083605,4.151273635919038,4.897673905106303,4.008027980893416,3.0102636061752595,5.362009656182589,3.2935067750105813,3.97278013918978,4.6720789318206215,3.976910630364095,2.0511971552572557,4.13409087304115,0.7860737006766553,3.933312676659935,3.9510150753225037,4.209933176451752
14,4.976510951721385,4.032879587538051,4.991722350386069,3.804184972025888,4.986227054025357,4.556327870193921,3.660310925657551,4.614015882268175,4.534927680921403,4.652026369498678,3.6388247264767175,4.149801515686974,4.984291390977842,4.416332741737353,3.732912406895402,4.383638073978449,2.5398282680464432,3.0314506598368522,4.194132318329968,3.977042538036012,4.7868687270209485,4.521793699467414,3.794824524594472,4.9706593958794185,4.242286088388478,4.121008281834081,3.955711054288065,4.287551811124423,3.837088621408057,3.4484901404877055,2.6424713059328044,4.007930641359606,5.195004086961831,4.499532616840365
15,4.974864876404319,4.7616854938489945,5.005662251058932,4.969957093027536,4.969795842076199,4.877384437028557,3.5734233893538314,5.043700947434155,4.909962640325537,4.858186718389841,4.332830870168305,3.7629278699668083,4.995051483458319,4.00833730906386,3.5268065131470885,4.313479776156913,3.2277348659020793,3.513426068446053,4.462733170910513,3.6956899033397264,4.252507299268527,4.349199118482295,3.535206348558276,4.661532714300919,4.05034544040079,4.707799367160133,4.124739354022807,4.979831588846099,3.323238171525553,3.3836318544200594,1.852555749401673,3.5809459801409447,4.103005271804781,4.572027276897035
16,4.008160933986824,3.8342264503285497,3.991959845050426,2.9027700657251927,4.557151574098351,4.236485116035952,3.1183563332039563,4.003014130570218,3.9060852661156735,4.442784400613169,2.7644439008926436,3.6518003778069716,4.032784156460871,3.5737550557330655,3.971041326915869,3.673301838477217,3.110869915695537,2.977468908499979,3.857142318908538,4.58173869459034,4.507955107775557,4.329110500359785,3.824373300492675,4.198856419094904,3.432882891319884,3.3732620840292444,3.8976600033943196,3.160577003796985,3.879082185522929,4.974834937900374,3.6828424413927694,4.983324003428555,4.980401291271203,3.998021044311189
17,3.9981443638555993,3.997447728803819,4.028455705486764,3.5486571100297977,4.920864987177441,4.149611163282658,2.8869926158718817,4.140906646852962,4.099465943881993,4.5150493401708,3.046682770021077,3.501653664600458,3.9887340377776175,3.514504976484192,3.7099821673195246,3.499986083441349,2.373807505797229,3.944852309828143,3.273016159561059,3.3979992375894867,4.7089805906644315,3.827583831715077,2.4667074251312653,4.01690782843966,4.035318701569838,3.8784843153036324,3.7363008515788803,3.716350285538412,3.183236808602122,4.192069003177074,2.63047750464047,3.31575739370144,4.2027073356533595,3.9618595294346504
18,4.985524542221615,4.495192296685193,4.986370999365524,3.7619080519073713,4.95634549679118,4.589328873015746,2.9201745688913,4.729018986563441,4.647182035157203,4.6906998975412915,3.9216613041611046,4.391104355614196,4.998527958050357,4.991853954335952,3.7815661895410027,4.538714991035501,2.732897370980718,3.90623966112199,4.381166349553792,3.630303390160941,5.002917586002739,4.259550366695502,3.527298025089309,4.580554000875997,4.9712134951239175,4.595046214727596,4.288996690858612,4.534730701081649,4.165510615208362,3.5294852651917834,3.094393043588651,3.509225224956272,4.689440167055134,4.277296337530595
19,4.923412507168541,4.989258021047828,4.485860591677291,3.894164606287305,5.342741819789439,5.016537039250164,3.3633810461491778,4.879803178424184,4.970773817704712,5.175604276383491,3.5930833158458135,4.655729278308523,4.877149765971457,4.299824400432926,4.977035226330397,4.015269579014664,2.848254493068447,5.1185990293320955,3.8095959126349483,4.368677654249593,5.000068272451011,4.96522259612653,3.014393456950528,5.0045760110263515,4.979572066057273,4.607143784250603,5.018352433076718,4.326417428293066,4.3073174793869455,4.873816847780822,2.9879189174317218,3.8396488824063946,4.654662357865091,3.5835626135364356
20,4.7272090809999705,4.9721404284879185,4.471473194617517,3.9902478124478677,4.989087314031848,4.781075804991233,3.8986878745122793,4.676469224196361,4.695243911976111,4.982644848631918,4.01729215892078,4.0730013787658415,4.942049382535369,4.016302729246114,4.071336799391781,4.319106714577319,2.646515717243353,3.530281160785968,4.257523920225548,4.58569127418457,5.186929226926,4.618978947469135,3.9967414417645295,4.976620136888207,4.131948783702569,4.539345768037662,4.409900742588924,4.324114171199743,3.355324988419346,4.646623844204444,2.990789270511958,4.7333021281163425,4.002264729877269,4.990927002139735
21,3.0898854824147546,3.9665095548906972,3.1641823602621484,3.2408895921087058,3.0095884866263094,2.926585510007376,2.4166334516027317,3.0215838166822575,3.453016815571954,3.496036552091291,3.961307188473808,2.684161177059845,3.007866721306738,3.2664282239934495,1.6546802084084873,3.1933191332997413,1.330326827055442,2.564828937198792,2.4237029666882863,1.9998065058698817,3.002970756731164,2.2801383370073918,1.859226539744752,3.0107184751430163,2.911276372687489,3.96452828004421,3.157502285654369,3.9920290016849513,1.005860544441385,2.2393535368549413,1.050065276229356,1.0085141931366213,1.243961806315875,3.025581017308974
22,4.3839430937615465,4.009778442503966,3.800931036244637,3.311524865143589,4.377987587903651,4.166804665730723,3.983962355625136,4.036495153186234,3.999310910054138,4.34813355146197,3.459349915080881,3.8046844101177824,4.068427754277635,3.857998896381902,3.333175959206544,4.110938607807579,2.0694908347450482,2.8999724093610744,3.0037540422779836,3.9155463814042935,4.4637438567959045,4.968279014706974,3.402838189542214,4.975412367577035,3.4034153776867986,3.6101230506803432,3.887888641224507,3.6845022164898973,3.1432500029092987,3.3463746077625833,2.3565221908103995,4.637124642510905,4.565610220346063,3.859928667722507
23,3.7749853616652387,3.985412015935117,3.771575015942756,2.7973194272751463,3.748437160614636,4.152447436586954,2.0093265132771467,3.7767813424725136,3.763793475776382,3.760253904281545,3.4435263759908437,3.9594201964698486,4.847562220867397,4.984776092113341,3.0964737295768625,4.0692309627900105,2.8230860508457605,3.88921515396692,4.335092691057084,4.239534031395547,4.463873083407095,3.9117605735286585,3.6562431185099578,3.427916422944205,3.9973650244110273,3.870136160233151,3.218836675659257,3.7461839313388525,3.9853609683214732,3.627967558656059,4.97807507231626,4.003836497251329,3.0152952179043093,4.986641865813448
24,4.976345473384183,4.996337068385642,4.979028406555659,3.698282707704139,4.990113348253512,4.998290402686607,3.587836113599425,4.972447930938534,4.896385761695614,5.0093692401481995,3.7007860735126625,4.520442127226305,5.34122908425867,4.154409874477338,4.977637687795443,4.396597767884598,3.433007213485708,3.496364758120311,4.858698545520737,5.301058114621747,5.195500056244829,4.73595009922699,4.969641731354814,5.0030305092301495,4.4872418166624914,4.551887195027737,4.977745072977811,4.278182201035625,4.904650169413958,5.224990679408792,2.9824938209253427,5.192358742234909,4.362462180950856,4.470634588089249
25,4.418534642642345,4.9746490554102705,4.019621753779872,3.62432140691304,4.750251778233528,4.365739721629355,3.91820916646588,4.31525726752128,4.493491334973515,4.982779632309737,3.917211323943842,3.971433790805657,4.0067244404377576,3.8991920542258796,3.937008430975641,3.8745782102768196,2.2542169762508735,3.71979347637576,3.1409077134461727,4.2398459789570975,5.14203661636929,4.4756009260074645,3.1127697242100236,4.976610228486806,4.040948516018097,4.351625132334874,4.979649803447973,4.029953352193763,2.8276673773151555,4.336422273983934,2.2381171451329287,4.218663400105738,3.8721923991994824,3.5146550188219026
26,4.9460771642667485,4.996180089026846,4.694837976449873,4.14774957759435,4.998328336749227,4.9913846333977245,3.5861448407056606,4.980148372473693,4.8163949917644615,5.014561869712314,4.023642982568977,4.295643233217355,4.932536265219115,4.527868297920645,4.291444150688441,4.358970981591377,3.260297781988992,4.085934255817395,4.184253521953274,4.504426232502055,5.134397663051196,4.982808478300436,3.815598234535994,5.001077711158489,4.481942534891337,4.5351405119292725,4.968445475169115,4.394248171183081,4.157405199179387,4.148184209083103,2.8606301965250838,4.872868153430954,4.58085536423609,4.002050172094007
27,4.930680888578879,5.011977983774525,5.080854009009847,4.59694023500024,4.9868784889318825,4.723246013630352,3.926355716644113,4.828841764972291,4.911715058260102,5.113493817203841,4.939945751995126,4.0658704712637235,4.920661814082119,5.045835161113885,3.004297999515343,4.8661492607710715,2.6283342258494207,3.4019059455307663,4.076659429961036,3.7394223993306364,5.178524340211087,4.393871079600665,3.561976720482138,4.993979047774619,4.281819199306964,4.994049746190875,4.467789135684238,5.174499535410032,2.8659291998730354,3.208376503913333,2.4669256718761448,3.7795525224178466,4.134396780705108,5.000987956955127
28,4.945503259375748,5.00169824321411,5.157850252478633,4.185651290889591,5.270460584563279,4.807835181513811,3.54367664534219,4.945471199715515,5.093600495790643,5.1974449379540735,4.311688553323304,4.514086176855407,4.978448749606635,4.9981690415240365,4.078811878584588,4.569850595382749,2.978434572456171,4.261695792707025,4.185304537099474,3.968746828748933,5.340109135421533,4.382094250412182,3.483935314168861,4.995636840778159,4.979450987349642,4.983314905737293,4.979481848823861,4.97656301432284,3.972397530132583,3.9300114340451064,2.5110249713333115,3.6379771070883513,4.482397542483882,4.479641333180656
29,4.992555116422916,4.976954111770888,4.7936734596921395,3.9935929031153337,4.994432938485486,4.783215375824093,3.617663559103699,4.814882908181137,4.768904536495224,4.972650097953575,4.425702904808959,4.398179469449008,4.9998919531864825,4.992604770291016,3.6222049804834464,4.977323699976229,2.749132272408309,3.7223658990057222,4.219040129642071,3.9587251654990583,5.2536463610816195,4.815390786868418,3.967959302316095,4.993217911730414,4.592593675730088,4.804555596647671,4.4673606280231715,4.7463102313608365,3.8444043526447387,3.8905511191700404,3.1031803968049814,4.423771316867177,4.4573975079160455,4.880718270446729
30,3.9680681903682027,3.90456819152061,4.974809891245597,4.122133229325497,4.9816952827341225,3.699623877892519,3.2774230767165884,4.051454707837126,4.553510322779178,4.9672460539136,3.8708193663841968,3.3915143391972986,3.046861511518162,3.99381796381582,2.509415396593282,3.7031607173768513,3.0879198709733293,3.1198106412214237,2.985223421676276,3.026509039458375,4.004719846427679,3.0079780982083983,2.224049146006221,4.0026239654498585,3.5528926455147345,4.302505018335275,4.009891276513786,4.956213700972445,2.4404057560069146,3.2567144780325776,0.9802793392448966,1.454775486747087,4.3996835236730965,3.6953911670550506
31,4.52866699122006,4.581820109759567,5.000860505021152,4.305989403514035,4.939856006467685,4.668271958402359,3.4821853838055197,4.764114662522153,4.958254416420385,4.826606312213437,4.027287672502175,4.1123692486806895,4.972568903322285,4.30976694320543,3.880524387462217,4.363685879274086,3.357203621888451,3.781031136844161,4.353669489412809,3.8250494550161886,4.411333063825421,4.101430933152739,3.715578737884416,4.6076742388876,4.26022875475055,4.698596845396965,4.292721231390863,4.988391415224966,3.9912074122804206,3.8707750166121717,2.0048627503771503,3.418015574138215,4.00202176951547,4.992740387428957
32,4.526754525968503,4.303640695847144,4.978214383064083,4.958314112532897,4.684909883754374,4.797541921808436,2.9872576056496896,4.903194428403505,4.643075861353656,4.528885618914646,4.0470135538236525,3.402353450161378,4.989534718233639,4.075011887434938,3.2499233031446373,3.9966622900127255,3.7112562942725598,3.515136810305824,4.597087334726098,3.691066954967432,4.001013474590081,3.9854785872134144,3.390715066242577,4.022871187876534,3.7406111980682697,4.359714257589244,3.7668319027717656,4.754213346731198,3.5097741048269557,3.0591302495418127,2.278936400576918,3.5924628395330007,3.9755875068762,4.616348238363651
33,4.993482449201639,5.02045028418227,5.001665169712794,4.621277760208293,5.387718553977831,4.986300314314526,4.948844094112543,4.983483669421193,5.103238141815401,5.422436478592597,4.447824202213122,4.114756765764553,5.000068932404177,4.214190324159831,3.966469778341007,4.561574033106549,2.7436033576703127,3.2067559198066053,4.002243468059579,4.635116953186407,5.443711727945802,4.993854104649941,4.000419784315631,5.766590697703945,3.9489500191163667,4.678767521712079,4.875814036019041,4.814481236630335,3.0447662218093523,4.094576335828471,1.9798460579356025,5.01948339953156,4.750600241710567,5.196548843476386
34,4.343413517838009,4.499830884963171,4.999748829833845,4.756457104236132,4.704219051519341,4.830426617997251,4.047270901006109,4.627698313146765,4.957000311591586,4.979471143741652,4.245433353324212,3.692816080816055,4.974745459212052,3.83415652363908,3.534315561953544,3.9998352111999975,3.633890579530857,3.0208445491508424,4.36112987536549,4.82892851735274,3.8608603017222474,4.164718698942261,3.933158588003151,4.620048504145089,3.052086959725748,4.423505536526632,4.090131828105597,4.982266045889466,3.0875593676256115,4.139458702098764,2.1665374333312473,3.684278548673446,3.7423370480135687,5.077811655222548
35,4.905818757288815,4.620934783527427,4.996413775731786,3.3026556537770424,5.102455523720302,4.544763872008674,2.8040965017436594,4.437436963586611,4.912035157318899,4.999021851688465,4.005809879646075,4.984590669242444,4.997634606333599,4.988516713158914,4.0282654528436534,4.961098474695984,2.427353273949063,4.2100102095123555,4.093418665763725,3.5943997460184716,4.302054833997428,4.230105539489712,3.582653009841683,4.484336644932614,4.995667495851368,4.99027953206993,4.00804920371859,5.003725159072005,4.474308707523245,4.977308546389339,3.4052622971765696,2.0255954552511786,4.464950437392927,4.434035538628632
36,4.613476484851526,3.997689239540455,4.977985747526907,3.6957549594530517,4.360112903210554,3.9967767393440354,4.286490116905054,4.333330560424445,4.274014548001444,4.328494668253334,3.8744701623056494,3.5060272389595672,4.5973796000434435,3.581060433691115,3.109338732857809,4.491845076957072,2.43110139433066,1.0223882610165573,4.248856142441886,3.939255790095215,4.562481228578719,3.88834369266895,4.977881164439801,4.967003029382332,3.2694102758081165,4.013269687785465,3.819113930115056,4.281991130505121,3.2365109053836045,3.119011379725507,1.0098942870427776,4.567191025075173,4.1982860795412345,4.992880316644607
37,4.998628878403022,5.1184295051436255,5.00314432649328,4.706881171663444,4.892860008515862,4.850825092728135,3.780207458617372,4.979495990206478,4.87327602643259,4.997286051086485,4.952180130272941,4.007095491246285,5.069321816653754,4.972152429346188,3.062161420658329,4.989213863422367,2.894880342082365,3.4116116132697827,4.347932994191551,3.6982336947767878,5.082528618470097,4.5718060193667105,3.8485461257288005,4.906298392876013,4.2831320516982885,5.000559917481382,4.409470923570931,5.125777757402012,3.1615754603364907,3.2079490822056314,2.5645337811479703,4.24253454457718,4.056162757557541,5.092943280531388
38,4.176481100791139,3.7389605358279927,4.952498758458159,3.6562656089970265,4.965048189697716,4.003835621338423,2.9321005078832405,4.246659589342612,4.2156028079814565,4.634725225939886,3.2577334595167717,3.4500690340155336,4.007936025964888,3.973539063856295,3.3641358710670435,3.5708052982983185,2.748869624090409,3.007560855626419,3.677316729830235,3.739802326937098,4.992469138619999,3.263905718125174,2.999133267223432,4.013045550474623,3.999877336159946,3.9178443564969436,3.979235158165106,4.013953159176374,3.299385699473021,3.6322173799180613,2.2208073645760473,3.1105337261779766,4.643573090065308,3.8866439241582835
39,4.813923290302073,4.946658221174941,5.008310795676028,4.276801309843929,5.242957823545412,4.759660034000352,3.1257355457339018,4.966680688095641,4.990261242645568,4.996323004221735,4.0197295495863,4.222845742895602,5.002954701392602,4.343047468049094,4.259073974993073,4.310585300769102,2.985540035093693,4.309582518310872,4.383438354292899,3.578696423540357,5.004263140861117,4.010727876501671,3.3787391288433613,4.5735653635542315,4.9865582051147195,4.956069284854987,4.63790898574239,4.819753985704892,4.0013634699910785,4.213318048851722,2.2499520410776443,3.2984580954993725,4.074874635923038,4.485719171749911
40,4.973608401428357,4.573217473580048,5.199156765012774,4.976846681718497,4.424952590536198,4.646126078191682,3.986617551051061,4.9640532774473725,4.494335761463832,4.497511969667954,4.993917277726147,3.342296999469718,5.013548379658335,4.7130970825116,2.049826796941328,5.212827790129828,3.5277129105972618,1.7208563533827015,4.989246781277167,3.856730691818707,4.667755839652624,4.513505932947818,4.960825922210477,4.717038732333287,3.2796506797126947,4.521536075673868,3.571815921920476,5.091220339266544,3.068559404296507,2.1215772615660464,2.2028474240801597,5.311321004717471,4.124313112187535,5.968002095618977
41,4.591794148871394,4.586306863581269,4.799118187765877,4.962769507879095,4.9926212600343325,4.9822676433210225,3.305726164278019,4.976301403666509,4.907548565496797,4.833421610801441,3.895129207223107,3.652021255178488,4.993447070377672,3.7345342337497107,3.9856986672871,3.7691560094361933,3.5391055553458006,4.147737107746996,4.358208193726694,3.7898042294024177,4.008270721254162,4.2185087554722385,3.0087425502143166,4.386005296134902,3.983108743768267,4.478166835457399,4.215154052877056,4.692808121684904,3.4582626757668997,3.8088427981867707,2.108830204616994,3.451902058044875,4.125351451240343,4.302568539799604
42,4.030850432139556,4.346766533561735,4.178635956558159,3.990013120490903,5.00849245007073,4.342434048146517,2.9151756827243784,4.4557879709797525,4.463399441561002,4.643706524312271,3.447767845231506,3.7628628363081544,4.131907174615125,4.179790460694758,3.8370884693629117,3.6050153570046297,2.640728918622799,4.958850788838099,3.0349506629437326,3.0030677710470868,4.9825894141811045,3.987675818830045,1.9302523408406806,4.229443679218878,4.619505429067599,4.286998223109805,4.440051555100163,4.229729577323615,3.479888689210179,3.3871652722039003,2.0136786521640926,3.0992614970928614,3.9910472995642103,3.732283327223401
43,4.285963575411488,4.273618495441204,4.284385563084846,3.4285498997361996,4.00988860341819,4.328916689010338,2.89014401489693,4.18288261947703,4.103311778852387,4.11891879583049,3.977894010996211,3.9156797500090508,4.971944921747258,4.978469319593129,3.1511879004744676,4.2207078123962205,2.465466521175198,3.36808268809746,4.109240561676988,3.9217907069762155,4.794871924886617,4.095164139984898,3.5945093552409157,4.212403161145052,4.102181788204072,4.125412429080443,3.985457889331433,4.016516251124367,3.4486433370022445,2.956694716020873,3.6137657740552696,4.1781826145026315,3.5895131729751713,4.397687545793722
44,4.2286763533472485,4.119590588921534,4.108311624142886,3.6807886971540738,4.979005136688873,3.9902164332163204,3.9955249220101448,4.0724904977466885,4.301064140123527,4.754625288013489,3.577239501157856,3.6532130760300507,3.745300787470602,3.8499385104082644,3.365829622523571,3.68215472125672,1.5718356095111101,3.5816812372065647,2.53027730437535,3.0037518754063983,4.997048431178042,4.072576495043496,2.0252219266980753,4.950538607681442,4.039867532492831,4.0138978829343115,4.312133090512687,3.9928452690650857,2.219413361164385,3.204107221810555,1.5244773120784223,3.157130674106351,4.586295163445778,3.6653699756898197
45,4.628698685393569,4.50821322135663,4.5649754849599455,4.031328811642767,4.963944620243577,4.983143884398973,2.0336613611310317,4.949555429828797,4.661082866495187,4.571685681021978,3.063946841967235,4.135268662705236,5.0813266900390435,3.8940197489712842,4.965329432051193,3.567059103538095,3.6590150319320625,5.131751632254824,4.523147345543032,3.907278468620028,4.207919294985436,4.234675915816179,3.0172595413650622,3.847737049251926,4.907781178299566,4.318470323768717,4.395838162021707,4.035959205416813,4.997824660801456,4.665451771803941,3.178524026413343,3.4026131888369924,4.287229145862419,3.267671655482702
46,5.193576458466543,4.933096234096631,4.979518359736693,4.077569037220416,5.210758810272886,4.999316540193994,3.452071929222921,5.038063322631302,4.971854158323135,5.00768938753288,4.222850522751369,4.669099594356397,5.302089511859846,5.067449617226498,4.104142566153946,4.98608791945207,3.0137082446688184,4.227125912590136,4.480733800487584,3.9157032541431915,5.106908219943744,4.98619230590928,3.9253165998257056,5.06153061190704,4.979658725255465,4.866428228400383,4.536462172038045,4.843838236054034,4.480860344659737,4.010537281969441,3.151694530767225,4.253261748099856,4.84090955719149,4.828473390932508
47,4.749970980663026,4.913926686290677,4.481114602156832,4.167475643481244,4.874720212217232,4.9766821753160935,3.624818380423115,4.755553222504347,4.716879351530076,4.972850172769521,4.0681096836579815,4.184828193811025,4.9964306902745514,4.3040910067861535,4.0238113633783525,4.299286822167468,3.001307772379783,3.985913023465626,4.049214447885956,4.828046265210555,4.858727014339635,4.9766896992699525,3.801656539876947,4.814997771746035,4.003620782306385,4.476416886598773,4.4234084833061695,4.447018114537882,3.7529153037447607,4.43363206986912,3.2269942860986913,4.572185876854469,4.012737172491999,4.4315893082699525
48,4.60751628387814,4.448528380158597,4.484105284972855,3.706468204893551,4.52556318434682,4.944292252623832,2.3830430896162884,4.672119990938746,4.519357837885112,4.451406583444869,3.4432063032670777,4.348529016176131,5.2720059134373995,4.452242280930385,4.361692317705239,4.096115574645889,3.624750028472366,4.436107020908888,4.621713378363671,4.669375650582605,4.118322982472391,4.663559097564172,3.8837861631588,4.017724586962619,4.3176117357378025,4.227292665824845,4.0214339342006635,4.184538639551816,4.978263394575681,4.524223352245587,3.9913122506354943,4.006736189726537,4.0096681745625435,4.004715945909382
